Campaign Advisors Secretly Enjoying Totally Destroying Marco Rubio During Practice Debates,"New Marco Rubio Backer Bankrolls Ad and Writes It, Too",2
"Handshake Comes In At Unusually High Angle, Velocity",Review: ‘The Man in the High Castle’ Imagines America Ruled by 2 Foreign Powers,1
"Handshake Comes In At Unusually High Angle, Velocity",A Zaha Hadid Design at the High Line,1
"Handshake Comes In At Unusually High Angle, Velocity",Fast Eddie Comes Into His Own at Crunch Time,1
Obama Hosts Diplomatic Talks At Starbucks While Oval Office Carpet Cleaned,Hollande Opens Diplomatic Push in Anti-IS Fight in Syria,1
Obama Hosts Diplomatic Talks At Starbucks While Oval Office Carpet Cleaned,Amnesty: Shell Has Not Cleaned Up Oil Spills in Nigeria,1
Obama Hosts Diplomatic Talks At Starbucks While Oval Office Carpet Cleaned,"Citing Climate Change, Obama Rejects Construction of Keystone XL Oil Pipeline",1
"Temp Hides Fun, Fulfilling Life From Rest Of Office",1940: Coventry Lays Dead to Rest,1
"Temp Hides Fun, Fulfilling Life From Rest Of Office",Federal Investigators Probe Busy Court Clerk's Office,1
"Temp Hides Fun, Fulfilling Life From Rest Of Office",Euro zone see-saw offers little fun,1
"Bar Has Loud, Overcrowded Section Upstairs Too","Review: Robin Rhode Takes Schoenberg’s ‘Erwartung’ to the Street (Broadway, No Less)",1
"Bar Has Loud, Overcrowded Section Upstairs Too","Review: At PeraBell Food Bar, a Menu That Spans the Globe",1
"Bar Has Loud, Overcrowded Section Upstairs Too",Sacramento OKs Ban of Loud or Sleeping People From Buses and Trains,1
How Twitter Is Trying To Retain Users,Williams Retain Bottas and Massa for 2016,1
How Twitter Is Trying To Retain Users,Twitter’s ‘Moments’ Will Try to Tame the Chaos,1
How Twitter Is Trying To Retain Users,Clinton on Prison Time for Cocaine Users,1
Rand Paul Escorted Off Stage After Falling Below 2.5% In Middle Of Debate,Former Aide to Rand Paul Is Acquitted of Lying to F.B.I.,2
Rand Paul Escorted Off Stage After Falling Below 2.5% In Middle Of Debate,The Second Democratic Presidential Debate,1
Rand Paul Escorted Off Stage After Falling Below 2.5% In Middle Of Debate,"Corporate America's Problem: Falling Profit, Revenue",1
New High-Viscosity Mayonnaise To Aid In American Swallowing,"‘The New Tsar: The Rise and Reign of Vladimir Putin,’ by Steven Lee Myers",1
New High-Viscosity Mayonnaise To Aid In American Swallowing,"Review: In Miranda July’s ‘New Society,’ the Audience Makes the Show ",1
New High-Viscosity Mayonnaise To Aid In American Swallowing,Rite Aid and Walgreens in Murky Deal to Clear Antitrust Hurdle,1
"New Device Desirable, Old Device Undesirable","Explosive Device Goes Off Near Bosnian Army Chief's Car, No One Hurt",2
"New Device Desirable, Old Device Undesirable",Bosnia: Explosive Device Thrown at Police Station,2
"New Device Desirable, Old Device Undesirable",Volkswagen to Recall Cars With Cheating Device: Italian Government,2
29-Year-Old Has Been Going To Different Friend's Wedding Every Weekend For Past 3 Years,Seeing 3-D Cinema From the Stereoblind Perspective,1
29-Year-Old Has Been Going To Different Friend's Wedding Every Weekend For Past 3 Years,Blue Jays' Last Postseason Appearance Was in a Different Era,1
29-Year-Old Has Been Going To Different Friend's Wedding Every Weekend For Past 3 Years,There's a Holiday Gift to Make Every TV Fan Happy,1
Government To Confiscate One Person’s Guns Just To Make Rest Of Them Squirm,1940: Coventry Lays Dead to Rest,1
Government To Confiscate One Person’s Guns Just To Make Rest Of Them Squirm,"Trump: ""Nobody had guns but the bad guys, nobody""",1
Government To Confiscate One Person’s Guns Just To Make Rest Of Them Squirm,Packing Guns in the Day Care Center,1
Woman At Supermarket Imagines Entire Narrative Where Bagger Is Happy With Life,"In Male-Dominated Field of N.F.L. Broadcasts, a Woman Stands Out",1
Woman At Supermarket Imagines Entire Narrative Where Bagger Is Happy With Life,Woman Pleads Guilty to Killing Stranger in Supermarket,1
Woman At Supermarket Imagines Entire Narrative Where Bagger Is Happy With Life,Review: ‘The Man in the High Castle’ Imagines America Ruled by 2 Foreign Powers,1
Fact-Checking Ben Carson’s Claims,ISIS Claims It Struck Police in Bangladesh,1
Fact-Checking Ben Carson’s Claims,Rivals Unmoved by Carson's Complaints on Scrutiny of His Bio,1
Fact-Checking Ben Carson’s Claims,"Donald Trump Questions Ben Carson’s Honesty, Despite Own Record",1
"100 Crowded, Expensive Bars","China Bars Anastasia Lin, Miss World Canada (and Rights Advocate)",1
"100 Crowded, Expensive Bars",$100 Million in Grants Announced for Indiana Culture,1
"100 Crowded, Expensive Bars",Nestle Aims at Crowded U.S. Market With New Nespresso Plant,1
"Guy At Bar Had Similar Experience, But Better","World Cup Injury Rates Similar to Past, Say Organisers",1
"Guy At Bar Had Similar Experience, But Better","For Donald Trump, Experience Suddenly Matters",1
"Guy At Bar Had Similar Experience, But Better",Confident Coutinho Pushing Himself to Become Even Better,1
Man Appalled At Date Who Lied Slightly More Than Him On Online Dating Profile,Clinton 'Appalled' by Muslim Comment at Trump Campaign Event,1
Man Appalled At Date Who Lied Slightly More Than Him On Online Dating Profile,Review: ‘The Man in the High Castle’ Imagines America Ruled by 2 Foreign Powers,1
Man Appalled At Date Who Lied Slightly More Than Him On Online Dating Profile,Exxon Mobil Investigated for Possible Climate Change Lies by New York Attorney General,1
Poll Finds 23% Of Americans Would Vote For Jeb Bush If Candidate Standing Right Next To Them In Voting Booth,Jeb Bush Wants Coalition to Fight ISIS,2
Poll Finds 23% Of Americans Would Vote For Jeb Bush If Candidate Standing Right Next To Them In Voting Booth,A New Slogan for Jeb Bush,2
Poll Finds 23% Of Americans Would Vote For Jeb Bush If Candidate Standing Right Next To Them In Voting Booth,Jeb Bush Cites Paris Attacks in Calling for Stronger Military,2
Congress Members Spend Afternoon Drawing Pictures Of Their Dream Capitols,"Meetings, and Morning Workouts, With Members of Congress",2
Congress Members Spend Afternoon Drawing Pictures Of Their Dream Capitols,"To Weld, Perchance, to Dream",1
Congress Members Spend Afternoon Drawing Pictures Of Their Dream Capitols,"Lumet’s ‘Dog Day Afternoon’: Hot Crime, Summer in the City",1
Man Overjoyed He No Longer Has To Purchase Entire Day’s Worth Of Egg McMuffins In Morning,"Black Friday Just a Day This Year, No Longer a Bellwether",1
Man Overjoyed He No Longer Has To Purchase Entire Day’s Worth Of Egg McMuffins In Morning,Review: ‘The Man in the High Castle’ Imagines America Ruled by 2 Foreign Powers,1
Man Overjoyed He No Longer Has To Purchase Entire Day’s Worth Of Egg McMuffins In Morning,"Ann Dowd, a Late Arrival Worth the Wait",1
Group Of Friends Chanting ‘Shots’ Make Compelling Point,Officer Says He Told Boy to Show Hands Before Fatal Shots,1
Group Of Friends Chanting ‘Shots’ Make Compelling Point,Missed Shots by Paul Millsap Seal a Win for the Jazz,1
Group Of Friends Chanting ‘Shots’ Make Compelling Point,ON THE TEE: Most Compelling Race in Boston at the Bottom,1
Blind Date Pronounces Every Syllable Of Word 'Comfortable',France-England Game Is a Friendly in Every Sense of the Word,1
Blind Date Pronounces Every Syllable Of Word 'Comfortable',"In 5 Minutes, He Lets the Blind See",1
Blind Date Pronounces Every Syllable Of Word 'Comfortable',There's a Holiday Gift to Make Every TV Fan Happy,1
Study: Average Father Thinks About Sealing In Meat’s Juices 4 To 5 Hours A Day,5 Things to Know About Myanmar,1
Study: Average Father Thinks About Sealing In Meat’s Juices 4 To 5 Hours A Day,"Migrants Cling to Hungarian Train West, Lawmakers Debate Sealing Border",1
Study: Average Father Thinks About Sealing In Meat’s Juices 4 To 5 Hours A Day,Wall St. bonuses down- study,1
Man On Date Ready For Question About Siblings This Time,Nations Face Tough Question: Who Are Syria's Terrorists?,1
Man On Date Ready For Question About Siblings This Time,Review: ‘The Man in the High Castle’ Imagines America Ruled by 2 Foreign Powers,1
Man On Date Ready For Question About Siblings This Time,Review: ‘A Journey Through Time With Anthony’ Adapts a Chinese Young-Adult Novel,1
Lindsey Graham Gazes Longingly At Happy Rubio Campaign Workers Through Window,Lindsey Graham Questions the &lsquo;Severed Arm&rsquo; of the Massachusetts Flag,2
Lindsey Graham Gazes Longingly At Happy Rubio Campaign Workers Through Window,"Lindsey Graham to Make His Voice Heard During Debate, on Social Media",2
Lindsey Graham Gazes Longingly At Happy Rubio Campaign Workers Through Window,Flooding in South Carolina Challenges Lindsey Graham and Others,2
Carly Fiorina Shares Heartbreaking Story About Father Of 3 Who Couldn’t Meet Sales Goals,"For Carly Fiorina, Peripatetic Childhood Helped Build Worldview",2
Carly Fiorina Shares Heartbreaking Story About Father Of 3 Who Couldn’t Meet Sales Goals,Carly Fiorina Goes Medieval,2
Carly Fiorina Shares Heartbreaking Story About Father Of 3 Who Couldn’t Meet Sales Goals,Hillary Clinton Is Criticized for Not Condemning Man&#8217;s Talk of Strangling Carly Fiorina,2
Slow-Thinking Bystander Weighing Pros And Cons Of Pulling Man Out Of River,Lease a Smartphone or Buy It? The Pros and Cons,2
Slow-Thinking Bystander Weighing Pros And Cons Of Pulling Man Out Of River,Bleisure: Pros and Cons of Bringing Spouses on Business Trip,2
Slow-Thinking Bystander Weighing Pros And Cons Of Pulling Man Out Of River,Pros and Cons of Home Devices,2
Would You Care To Join Me For An Unbelievably Awkward Dinner Sometime?,Rise in Early Cervical Cancer Detection Is Linked to Affordable Care Act,1
Would You Care To Join Me For An Unbelievably Awkward Dinner Sometime?,Clinton on Health Care and Gun Violence,1
Would You Care To Join Me For An Unbelievably Awkward Dinner Sometime?,"Saeed Jaffrey, Actor in &#8216;Gandhi&#8217; and &#8216;The Man Who Would Be King,&#8217; Dies at 86",1
Weary Nation Says One Or Two More Divisive Issues Should Finish It Off,Tight Finish in Distaff,1
Weary Nation Says One Or Two More Divisive Issues Should Finish It Off,Cary Fukunaga Isn’t Trying to Educate You With ‘Beasts of No Nation’,1
Weary Nation Says One Or Two More Divisive Issues Should Finish It Off,Best Buy issues weak outlook,1
Buying Someone A Drink,"For China, Migrant Crisis Is Someone Else&#8217;s Fault, and Responsibility",1
Buying Someone A Drink,Player of the Year? Someone With the Initial &#8216;J.&#8217;,1
Buying Someone A Drink,"Nocino, an Italian Walnut Liqueur, Is Also Made in America",1
Man Waiting Until Parents Die Before Doing A Single Thing That Makes Him Happy,Review: ‘The Man in the High Castle’ Imagines America Ruled by 2 Foreign Powers,1
Man Waiting Until Parents Die Before Doing A Single Thing That Makes Him Happy,‘Happy Purim’,1
Man Waiting Until Parents Die Before Doing A Single Thing That Makes Him Happy,"For the Author Lauren Redniss, No Such Thing as Bad Weather ",1
What To Do With Your Old Computer,Computer Glitch Caused Delays at NY's Kennedy Airport,1
What To Do With Your Old Computer,"Clive Owen, Suave and Roguish, on Making His Broadway Debut in ‘Old Times’",1
What To Do With Your Old Computer,New Ralph Lauren Chief Revived Old Navy After Successes at H&amp;M,1
Area Father Beginning To Suspect 3-Year-Old A Real Ding-Dong,Woman's Death at Cleveland-Area Jail Ruled Accidental,1
Area Father Beginning To Suspect 3-Year-Old A Real Ding-Dong,Harlem Shooting Suspect in Handcuffs,1
Area Father Beginning To Suspect 3-Year-Old A Real Ding-Dong,The Latest: Friday's Protest to Target Main Shopping Area,1
Friendship Moving Way Too Fast,Fast-Breaking Celtics Surge Past Slumping Rockets,1
Friendship Moving Way Too Fast,‘The Social Sex: A History of Female Friendship’,1
Friendship Moving Way Too Fast,Browns Find a New Way to Lose,1
Weird Wooden Chair Pressed Into Service For Thanksgiving,Fed Chair Yellen Defends Fed's Low-Rate Policies,1
Weird Wooden Chair Pressed Into Service For Thanksgiving,Florida Death Row Inmate Demanding the Electric Chair,1
Weird Wooden Chair Pressed Into Service For Thanksgiving,Cardinal Unveils Chair for Pope Francis,1
Tips For Conquering Phobias,Nadal Happy Again After Conquering His Emotions,1
Tips For Conquering Phobias,Philippine Website to Seek Tips on Missing Marcos Paintings,1
Tips For Conquering Phobias,3 Tips on What to Wear This Holiday ­Season,1
I'm Not One Of Those People Who Goes Around Having Fun,Hamilton Just Wants to Have Fun Now,1
I'm Not One Of Those People Who Goes Around Having Fun,Dealing With Playground Noise,1
I'm Not One Of Those People Who Goes Around Having Fun,"I'm Back in the Top League, Declares Nadal",1
Local Household Announces Plans To Overdo Halloween Again,China Plans to Double Size of Economy,1
Local Household Announces Plans To Overdo Halloween Again,"More Kids Kept Safe From Household Medicines, ER Trend Says",1
Local Household Announces Plans To Overdo Halloween Again,Mark Zuckerberg Plans 2-Month Paternity Leave From Facebook,1
NASA Asks Public To Vote On New Spacesuit,NASA reveals more Pluto and moon pix,1
NASA Asks Public To Vote On New Spacesuit,"‘The New Tsar: The Rise and Reign of Vladimir Putin,’ by Steven Lee Myers",1
NASA Asks Public To Vote On New Spacesuit,"Review: In Miranda July’s ‘New Society,’ the Audience Makes the Show ",1
Economists Warn New Graduates May Have To Tough It Out For 5 To 6 Weeks Before Landing Dream Job,"Paid Notice: Deaths  MAY, JOAN OF NEW YORK",2
Economists Warn New Graduates May Have To Tough It Out For 5 To 6 Weeks Before Landing Dream Job,5 Things to Know About Myanmar,1
Economists Warn New Graduates May Have To Tough It Out For 5 To 6 Weeks Before Landing Dream Job,An Artist and a Poet on the Dream of Immortality,1
The Next Day,Review: Tito Jackson’s Sons on ‘The Jacksons: Next Generation’,1
The Next Day,The Next Resource Shortage?,1
The Next Day,"Jason Day Holds On to Win, and Grabs Top Ranking",1
Scientists Posit Theoretical ‘Productive Weekend’,The Mad Scientists of Levi’s,1
Scientists Posit Theoretical ‘Productive Weekend’,"Scientists Tracking Rain, Snow in Soggy Washington State",1
Scientists Posit Theoretical ‘Productive Weekend’,Prince George's Future Face Predicted by Scientists,1
Man’s Body Running Out Of Ideas To Convince Him He Full,2015 Holiday Gift Ideas and Guide — Kids,1
Man’s Body Running Out Of Ideas To Convince Him He Full,"At Smaller Schools, Reluctance to Pay Full Cost for Athletes",1
Man’s Body Running Out Of Ideas To Convince Him He Full,Britvic Expects Full-Year 2016 Profit Growth,1
Carly Fiorina Promises To Fight For Whoever Everyday Americans Are,"For Carly Fiorina, Peripatetic Childhood Helped Build Worldview",2
