Banjo Player Sought In Hootenanny Spree,"City and United in Scoring Spree, No Goals for Klopp",1
Hundreds Of Horrified Onlookers Gather Around Wreckage Of Area Man,Hundreds Gather in Cuba in Frustration at Ecuador Visa Rule,2
Hundreds Of Horrified Onlookers Gather Around Wreckage Of Area Man,Woman's Death at Cleveland-Area Jail Ruled Accidental,1
Hundreds Of Horrified Onlookers Gather Around Wreckage Of Area Man,Millions of Shiites Gather in Iraq's Karbala for Arbaeen,1
Winning Argument With Aging Parents Less Satisfying Than It Once Was,Aging Lynx Core Savor Another Title,1
Winning Argument With Aging Parents Less Satisfying Than It Once Was,Osborne Is Less Austere Than He Makes Out,1
Winning Argument With Aging Parents Less Satisfying Than It Once Was,"With Los Angeles in Play, Cities and Teams Update N.F.L. on Plans",1
Man At Bar Clinging To Muted 'King Of Queens' Episode Like Life Preserver,Review: ‘The Man in the High Castle’ Imagines America Ruled by 2 Foreign Powers,1
Man At Bar Clinging To Muted 'King Of Queens' Episode Like Life Preserver,"‘The Leftovers’ Season 2, Episode 5: Laughing With God",1
Man At Bar Clinging To Muted 'King Of Queens' Episode Like Life Preserver,Roughing It Like a ‘Real Vermonter’,1
Weary Nation Says One Or Two More Divisive Issues Should Finish It Off,Tight Finish in Distaff,1
Weary Nation Says One Or Two More Divisive Issues Should Finish It Off,Cary Fukunaga Isn’t Trying to Educate You With ‘Beasts of No Nation’,1
Weary Nation Says One Or Two More Divisive Issues Should Finish It Off,Best Buy issues weak outlook,1
Women Are Way Out Of My League,"Off Broadway, Women Lag in Design Jobs",1
Women Are Way Out Of My League,Browns Find a New Way to Lose,1
Women Are Way Out Of My League,Brazilians Shine in European Champions League,1
Mother Trying Her Best To Project Same Amount Of Insecurities Onto All Her Daughters,Mother Pleads Guilty to Church Beating That Killed Son,1
Mother Trying Her Best To Project Same Amount Of Insecurities Onto All Her Daughters,Mother: Television’s Favorite Role,1
Mother Trying Her Best To Project Same Amount Of Insecurities Onto All Her Daughters,A Mother-Daughter Operation at Mamagyro,1
Socialism Vs. Capitalism,Cruz vs. Rubio: The Overture,1
Socialism Vs. Capitalism,Democratic Socialism Will Be Topic of Bernie Sanders Speech at Georgetown,1
Socialism Vs. Capitalism,Viewers' Guide: Substance vs. Personalities as Stakes Grow,1
"Study Links Meat, Sugar Consumption To Early Death Among Those Who Choose To Be Happy In Life",Meat Consumption by the Numbers,2
"Study Links Meat, Sugar Consumption To Early Death Among Those Who Choose To Be Happy In Life",Study Strongly Links Baltimore Mortgage Denials to Race,2
"Study Links Meat, Sugar Consumption To Early Death Among Those Who Choose To Be Happy In Life",Placing a Cap on Americans&#8217; Consumption of Added Sugar,2
Tips For Conquering Phobias,Nadal Happy Again After Conquering His Emotions,1
Tips For Conquering Phobias,Philippine Website to Seek Tips on Missing Marcos Paintings,1
Tips For Conquering Phobias,3 Tips on What to Wear This Holiday ­Season,1
Mother Provides Adult Son With List Of Questions To Ask Doctor,Mother Pleads Guilty to Church Beating That Killed Son,2
Mother Provides Adult Son With List Of Questions To Ask Doctor,Mother: Television’s Favorite Role,1
Mother Provides Adult Son With List Of Questions To Ask Doctor,A Mother-Daughter Operation at Mamagyro,1
Love Affair Not Torrid Enough For Area Man,Woman's Death at Cleveland-Area Jail Ruled Accidental,1
Love Affair Not Torrid Enough For Area Man,"Review: In ‘The Improbability of Love’ by Hannah Rothschild, an Art-World Caper",1
Love Affair Not Torrid Enough For Area Man,Kevin Love Is Back With Cavs and More Determined,1
Attempts Made To Enjoy Sake,For Variety&#8217;s Sake,1
Attempts Made To Enjoy Sake,"Prince Charles, Camilla enjoy New Zealand Maori welcome",1
Attempts Made To Enjoy Sake,Greek Centrist Open to Pact Even With 'the Devil' for Stability's Sake,1
Man Takes Parents On Tour Of City Where He Came To Escape Them,Grimes Takes Over the Guggenheim,1
Man Takes Parents On Tour Of City Where He Came To Escape Them,Review: ‘The Man in the High Castle’ Imagines America Ruled by 2 Foreign Powers,1
Man Takes Parents On Tour Of City Where He Came To Escape Them,Smoking Returns as a Hot Issue in New York Public Housing,1
Wealthiest Americans Ominously Remind Nation They Could Easily Drop Another $10 Billion On Election,Asian-Americans and Stereotypes,1
Wealthiest Americans Ominously Remind Nation They Could Easily Drop Another $10 Billion On Election,Updating Windows 10,1
Wealthiest Americans Ominously Remind Nation They Could Easily Drop Another $10 Billion On Election,Jeb Bush’s Tax Plan Is a Large Tax Cut for the Wealthiest,1
Total Weirdo Spends Mother’s Day At Cemetery,"Lumet’s ‘Dog Day Afternoon’: Hot Crime, Summer in the City",1
Total Weirdo Spends Mother’s Day At Cemetery,A Mother’s Ability to Reproduce All by Herself,1
Total Weirdo Spends Mother’s Day At Cemetery,A Reunion Is Cut Short by a Mother’s Illness,1
Average Time Spent Being Happy Drops To 13 Seconds Per Day,"Lumet’s ‘Dog Day Afternoon’: Hot Crime, Summer in the City",1
Average Time Spent Being Happy Drops To 13 Seconds Per Day,Cotto Stripped of WBC Title Before Alvarez Pay-Per-View,1
Average Time Spent Being Happy Drops To 13 Seconds Per Day,"Illinois Officer Spent Embezzled Money on Coffee, Movies",1
Phone Call With Dad Just Watered-Down Version Of Phone Call With Mom,Adam Skelos Talks of Missed Opportunity in Phone Call,2
Phone Call With Dad Just Watered-Down Version Of Phone Call With Mom,Activists Call on Gambia Gov't to Release Environmentalists,2
Phone Call With Dad Just Watered-Down Version Of Phone Call With Mom,House Roll Call: Budget,2
Grin Slowly Spreads Across Mom’s Face As Meal Revealed To Contain Healthy Ingredients,"Silver Sees Healthy NBA, Expects Shorter Preseason",1
Grin Slowly Spreads Across Mom’s Face As Meal Revealed To Contain Healthy Ingredients,Healthy Newborn Found Abandoned in Nativity Scene at a Queens Church,1
Grin Slowly Spreads Across Mom’s Face As Meal Revealed To Contain Healthy Ingredients,Cop Pays Thief's Tab for Stolen Birthday Cake Ingredients,1
Paul Ryan Discovers Half-Finished Escape Tunnel Leading Out Of Speaker’s Office,Afghan Mullah Leading Stoning Inquiry Condones Practice,1
Paul Ryan Discovers Half-Finished Escape Tunnel Leading Out Of Speaker’s Office,Ryan Has 'Resounding' Support Among Republicans for Speaker's Job: Issa,1
Paul Ryan Discovers Half-Finished Escape Tunnel Leading Out Of Speaker’s Office,Hudson Tunnel: Is Oft-Maligned Agency Up to the Challenge?,1
Alcoholic Father Granted Posthumous Sainthood By Catholic Family,"Smarties, a Halloween Favorite, Maintains a Sweet Family Business",1
Alcoholic Father Granted Posthumous Sainthood By Catholic Family,Review: ‘The Alcoholic Movie Musical!’ Goes Down Easy,1
Alcoholic Father Granted Posthumous Sainthood By Catholic Family,Be Thankful for Family — or Not,1
Sudden Death Of Aunt Creates Rupture In Family Gossip Pipeline,Southeast Asia Creates Unified Economic Community,1
Sudden Death Of Aunt Creates Rupture In Family Gossip Pipeline,New Yorkers Face Hard Decisions After Collapse of Health Republic Insurance,1
Sudden Death Of Aunt Creates Rupture In Family Gossip Pipeline,"Smarties, a Halloween Favorite, Maintains a Sweet Family Business",1
Horrified Man Looks On Powerlessly As He Ruins Date,Review: ‘The Man in the High Castle’ Imagines America Ruled by 2 Foreign Powers,1
Horrified Man Looks On Powerlessly As He Ruins Date,ISIS Destroys Another Monument at Palmyra Ruins in Syria,1
Horrified Man Looks On Powerlessly As He Ruins Date,Review: TruTV’s ‘Adam Ruins Everything’ Challenges Beliefs About Giving,1
"Employee Returns From Vacation Refreshed, Ready To Waste Time",EU Takes Greece to Court for Poor Treatment of Waste Water,1
"Employee Returns From Vacation Refreshed, Ready To Waste Time",Ex-Senator&rsquo;s Annual Fight Against Government Waste Gets New Champion,1
"Employee Returns From Vacation Refreshed, Ready To Waste Time",Popcast: Adele Returns,1
"Area Man Too Busy For His Buddy Phil, Eh?",Woman's Death at Cleveland-Area Jail Ruled Accidental,1
"Area Man Too Busy For His Buddy Phil, Eh?",Review: ‘The Man in the High Castle’ Imagines America Ruled by 2 Foreign Powers,1
"Area Man Too Busy For His Buddy Phil, Eh?",Factbox-Gary Neville and Phil Neville,1
Back-To-School Preparation Tips For Parents,Test of Will and Patience Follows Days of Preparation for Hillary Clinton,1
Back-To-School Preparation Tips For Parents,"Review: ‘Cooties,’ Back to School With Zombies and Gore",1
Back-To-School Preparation Tips For Parents,"Back to School, Then and Now",1
Good News Kept From Parents Out Of Fear Of Proving Them Right,Fearing Fear Itself,1
Good News Kept From Parents Out Of Fear Of Proving Them Right,Heyday of The Daily News,1
Good News Kept From Parents Out Of Fear Of Proving Them Right,"Though Well-Known in Baltimore, Ben Carson Kept His Politics to Himself",1
"Hotel Bar Really Hopping Tonight, Says Hotel Bartender","Hotel and Resort News: City Guides, and Healthier Menus",2
"Hotel Bar Really Hopping Tonight, Says Hotel Bartender","Review: In ‘Hotel Transylvania 2,’ Dracula Yearns for a Little Monster of a Grandson",2
"Hotel Bar Really Hopping Tonight, Says Hotel Bartender",From Hotel to Hospital: The Perils of Reporting in Pakistan,2
Winners And Losers Of Last Night’s Debate,Winners: The Best Parenting Advice in Six Words,1
Winners And Losers Of Last Night’s Debate,Sparks From the Republican Debate,1
Winners And Losers Of Last Night’s Debate,"Column: Still Loveable, Cubs Won't Be Losers for Much Longer",1
"NASA Discovers This Planet, Planet Earth, Just Might Be What It’s Been Searching For All Along",Not Quite ‘Planet of the Apes’,2
"NASA Discovers This Planet, Planet Earth, Just Might Be What It’s Been Searching For All Along","Travel New and Now: NYC Winter, DC Video Show, Lonely Planet",2
"NASA Discovers This Planet, Planet Earth, Just Might Be What It’s Been Searching For All Along",Newest Pluto Pics Show Day in Life of Dwarf Planet,2
"Encouragement Of Family, Friends Motivating Man To Keep Struggling Indefinitely","Paid Notice: Memorials  RADLEY, PHILIPPE: FOUR DECADES OF WONDERFUL SHARED MEMORIES WILL KEEP YOU ALIVE IN OUR HEARTS. YOUR QUICK WIT, ERUDITE DISCUSSIONS AND WARM FRIENDSHIP WILL BE SORELY MISSED. YOUR FRIENDS WITH LOVE. CLYMAN AND RAND FAMILIES 1",2
"Encouragement Of Family, Friends Motivating Man To Keep Struggling Indefinitely","Smarties, a Halloween Favorite, Maintains a Sweet Family Business",1
"Encouragement Of Family, Friends Motivating Man To Keep Struggling Indefinitely",Review: ‘The Man in the High Castle’ Imagines America Ruled by 2 Foreign Powers,1
Parents Considering Second Child So Daughter Can Have Someone To Grow Apart From,Second Win for Sunderland,1
Parents Considering Second Child So Daughter Can Have Someone To Grow Apart From,"For China, Migrant Crisis Is Someone Else&#8217;s Fault, and Responsibility",1
Parents Considering Second Child So Daughter Can Have Someone To Grow Apart From,A Mother-Daughter Operation at Mamagyro,1
Area Man Breaks Out Dating Boxers,Woman's Death at Cleveland-Area Jail Ruled Accidental,1
Area Man Breaks Out Dating Boxers,Review: ‘The Man in the High Castle’ Imagines America Ruled by 2 Foreign Powers,1
Area Man Breaks Out Dating Boxers,Hannover Midfielder Kiyotake Breaks Foot With Japan,1
Huckabee Earns Nickel For Presidential Campaign By Painting Old Widow’s Picket Fence,Jindal suspends presidential campaign,2
Huckabee Earns Nickel For Presidential Campaign By Painting Old Widow’s Picket Fence,Who’s Winning the Presidential Campaign?,2
Huckabee Earns Nickel For Presidential Campaign By Painting Old Widow’s Picket Fence,Painting the 20th Century,1
Area Man Takes Metallica Audio Tour Of Art Museum,Woman's Death at Cleveland-Area Jail Ruled Accidental,1
Area Man Takes Metallica Audio Tour Of Art Museum,Review: ‘The Man in the High Castle’ Imagines America Ruled by 2 Foreign Powers,1
Area Man Takes Metallica Audio Tour Of Art Museum,Review: Complexions Contemporary Ballet Performs to Bach and Metallica,1
Dad Navigates Reduced-Rate Travel Websites Like Mozart Composing Symphony,M. T. Anderson’s ‘Symphony for the City of the Dead’,1
Dad Navigates Reduced-Rate Travel Websites Like Mozart Composing Symphony,"Review: Musicians From Marlboro, With Works by Mozart and Fauré",1
Dad Navigates Reduced-Rate Travel Websites Like Mozart Composing Symphony,"Paid Notice: Deaths  KLEIN, STEVEN DEAR DAD",1
Woman Always Dreamed Of Opening Her Own Sparsely Attended Dance Studio,"In Male-Dominated Field of N.F.L. Broadcasts, a Woman Stands Out",1
Woman Always Dreamed Of Opening Her Own Sparsely Attended Dance Studio,A Look Back at the Always Quotable Steve Spurrier,1
Woman Always Dreamed Of Opening Her Own Sparsely Attended Dance Studio,Bush: Uncertain I Would Have Attended Paris Climate Summit,1
Man Excited To Look Like Different Type Of Idiot In Front Of Coworkers At Bar,Connor McDavid Excited About Making NHL Debut,1
Man Excited To Look Like Different Type Of Idiot In Front Of Coworkers At Bar,Review: ‘The Man in the High Castle’ Imagines America Ruled by 2 Foreign Powers,1
Man Excited To Look Like Different Type Of Idiot In Front Of Coworkers At Bar,"Halfway Through, the Award Winning Front-Runners Are ...",1
New Bar To Feature 'Sports' Theme,"Youth Sports Again Take a Hit, This Time With Real Bullets",1
New Bar To Feature 'Sports' Theme,Review: Aji 10 Latin Cuisine &amp; Pisco Bar in Norwalk,1
New Bar To Feature 'Sports' Theme,Twentieth Century Fox to Open Theme Park in Dubai,1
Father Apologizes For Taking Out Anger On Wrong Son,Nicklaus to Return to Father-Son Challenge,2
Father Apologizes For Taking Out Anger On Wrong Son,Mother Pleads Guilty to Church Beating That Killed Son,1
Father Apologizes For Taking Out Anger On Wrong Son,Taking on the Superbugs,1
"Oh Wait, Area Man Not Paul",Woman's Death at Cleveland-Area Jail Ruled Accidental,1
"Oh Wait, Area Man Not Paul",Review: ‘The Man in the High Castle’ Imagines America Ruled by 2 Foreign Powers,1
"Oh Wait, Area Man Not Paul","Ann Dowd, a Late Arrival Worth the Wait",1
Being Older Than Daughter Babysitter’s Only Qualification,A Mother-Daughter Operation at Mamagyro,1
Being Older Than Daughter Babysitter’s Only Qualification,Criticism and Litigation Over Renewal Clause in Rent-Freeze Program for Older New Yorkers,1
Being Older Than Daughter Babysitter’s Only Qualification,Anxious dad waits for news of daughter after shooting,1
Man Treats Mother To Detail About His Personal Life,Mother Pleads Guilty to Church Beating That Killed Son,1
Man Treats Mother To Detail About His Personal Life,Review: ‘The Man in the High Castle’ Imagines America Ruled by 2 Foreign Powers,1
Man Treats Mother To Detail About His Personal Life,A Mother-Daughter Operation at Mamagyro,1
Middle-Aged Woman So Tired Of Going Back And Forth Between Divorced Parents’ Nursing Homes,"In Male-Dominated Field of N.F.L. Broadcasts, a Woman Stands Out",1
Middle-Aged Woman So Tired Of Going Back And Forth Between Divorced Parents’ Nursing Homes,Germany's Friendly With the Netherlands Going Ahead,1
Middle-Aged Woman So Tired Of Going Back And Forth Between Divorced Parents’ Nursing Homes,"Spain: Flood Inundates Nursing Home, Killing 4 Residents",1
Area Man Pretty Sure It's Not Broken,Woman's Death at Cleveland-Area Jail Ruled Accidental,1
Area Man Pretty Sure It's Not Broken,Review: ‘The Man in the High Castle’ Imagines America Ruled by 2 Foreign Powers,1
Area Man Pretty Sure It's Not Broken,Planned Parenthood Shooting: Domestic Terrorism? It's Knotty,1
Area Dad Figures He's Got At Least Three More Months Of Screwing Around Before Son Gains Ability To Form Long-Term Memories ,The World Series: Memories of Moments to Forget,1
Area Dad Figures He's Got At Least Three More Months Of Screwing Around Before Son Gains Ability To Form Long-Term Memories ,Sharapova Surprised by Impressive Form on Latest Comeback,1
Area Dad Figures He's Got At Least Three More Months Of Screwing Around Before Son Gains Ability To Form Long-Term Memories ,"Paid Notice: Deaths  KLEIN, STEVEN DEAR DAD",1
"Study Finds Controlled Washington, D.C. Wildfires Crucial For Restoring Healthy Political Environment","$1,175,000 Homes in Hawaii, Colorado and Washington, D.C.",2
"Study Finds Controlled Washington, D.C. Wildfires Crucial For Restoring Healthy Political Environment",Study Finds Chicago Home to Nation's Worst Bottleneck,2
"Study Finds Controlled Washington, D.C. Wildfires Crucial For Restoring Healthy Political Environment",Thievery Corporation’s Eric Hilton Builds an Empire in D.C.,2
Word ‘Millennials’ Forced Into Headline To Boost Pageviews,Investor Gabelli Joins Millennials Cutting the Cable Cord,1
Word ‘Millennials’ Forced Into Headline To Boost Pageviews,Al Roker to Headline Weather Channel's Digital Show,1
Word ‘Millennials’ Forced Into Headline To Boost Pageviews,LME to Boost Revenue From Allowing Metal as Collateral,1
Family Trying To Tune Out Hints Of Misogyny As Grandfather Lovingly Recalls Courting Grandmother,"Paid Notice: Memorials  BRODMAN, DR. L. ELIZABETH B. NOVEMBER 23, 1918, OCTOBER 19, 2015. ADORED MOTHER, SPOUSE AND SISTER, COMPASSIONATE AND GROUND BREAKING PHYSICIAN, DIED AT HOME IN STAMFORD, CONNECTICUT, EARLY IN THE MORNING ON OCTOBER 19, 2015, HAVING GRACEFULLY WITNESSED THE WORST AND EXEMPLIFIED THE BEST CHANGES IN AMERICA IN THE LAST ONE HUNDRED YEARS. NAMED AFTER HER ANCESTORS, SHE WAS BORN LILLE ELIZABETH BEEKLEY ON NOVEMBER 23, 1918, TWO YEARS BEFORE WOMEN GOT THE RIGHT TO VOTE, ON A FARM IN GLENDALE, OHIO, TO A FAMILY THAT TRACES ITS HISTORY TO THE SETTLEMENT OF GREENWICH, CONNECTICUT IN 1640, AND PARTICIPATED IN THE AMERICAN REVOLUTION. SHE WAS THE COURAGEOUS OLDEST OF FIVE SISTERS. WHEN ELIZABETH WAS JUST SEVEN YEARS OLD, HER MOTHER DIED OF PNEUMONIA. UNABLE TO CARE FOR ALL FIVE SIBLINGS, THEIR FATHER PLACED ELIZABETH AND NEXT OLDEST, RUTH, IN BETHANY HOME, RUN BY THE EPISCOPAL SISTERS. EVENTUALLY, BY HIGH SCHOOL, BOTH GIRLS RETURNED TO LIVE WITH THEIR FATHER AND ADORED PATERNAL GRANDMOTHER, HER GRAMMAR, WITH WHOM ELIZABETH SHARED A BED. AT GLENDALE HIGH SCHOOL, EVER FOCUSED AND SELF, DEFINED, ELIZABETH TOOK UP THE TROMBONE AND ALSO PLAYED ON THE BASKETBALL TEAM. SHE GRADUATED HIGH SCHOOL IN A CLASS OF SIXTEEN STUDENTS. IN THE LATE 1930S, ELIZABETH ENTERED MIAMI UNIVERSITY IN OHIO, ARRIVING WITH A WARDROBE SHE HAD SEWN HERSELF. SHE GRADUATED FROM COLLEGE WITH HONORS IN BIOLOGY. SHE THEN ATTENDED THE UNIVERSITY OF CINCINNATI SCHOOL OF MEDICINE WHERE SHE WORKED AT NIGHT AS A LABORATORY TECHNICIAN. SHE WAS ONE OF TWO WOMEN IN HER 1945 GRADUATING CLASS OF 86. DURING HER CLINICAL YEARS IN MEDICAL SCHOOL, WHEN THE CLASS WAS DIVIDED BETWEEN MEDICINE AND SURGERY, SHE PITCHED IN THE SOFTBALL GAMES. THE YEAR ELIZABETH GRADUATED MEDICAL SCHOOL WAS THE FIRST YEAR HARVARD MEDICAL SCHOOL ADMITTED WOMEN. HAD SHE NOT MET AND MARRIED HER FUTURE HUSBAND IN MEDICAL SCHOOL, DR. HAROLD BRODMAN, WHO PURSUED HER WITH ZEAL, ELIZABETH LIKELY WOULD HAVE SPENT LIFE AS A DOCTOR HELPING CHILDREN IN THE 3RD WORLD. INSTEAD, SHE BEGAN HER MEDICAL PRACTICE AND BECAME A MOTHER ALL AT ONCE. THERE IS A LOVELY PHOTOGRAPH DOCUMENTING THIS TIME, OF ELIZABETH IN CAP AND BURSTING GOWN, EVIDENCING HER JOY. SOON AFTER THE PHOTO WAS TAKEN, ELIZABETH, JUST SIX AND ONE HALF MONTHS PREGNANT WITH TWIN BOYS, WENT INTO PRECIPITOUS LABOR; IT WAS THE LAST DAY OF HER STATE BOARD EXAMINATIONS. BUT WITH THE SEEMING EASE AND DETERMINATION SHE SHOWED THROUGHOUT HER LIFE, ELIZABETH COMPLETED THE EXAM AND THEN WENT TO ST. FRANCIS HOSPITAL IN COLUMBUS, WHERE HER SONS CHARLES AND RICHARD WERE BORN. EIGHT YEARS LATER SHE GAVE BIRTH TO HER DAUGHTER, LOUISE. IN THOSE YEARS, DR. ELIZABETH BRODMAN CONTINUED WORK AS A PHYSICIAN, JUGGLING PARENTHOOD, ALWAYS FINDING TIME FOR HER CHILDREN. A TALENTED PAINTER, SHE ALSO FOUND TIME TO STUDY AT THE ARTS STUDENTS LEAGUE IN NEW YORK WITH REGINALD MARSH. THEN, WHEN HER SONS WENT OFF TO COLLEGE AND HER DAUGHTER WAS A BIT MORE INDEPENDENT, SHE TOOK A RESIDENCY IN ANESTHESIOLOGY AT ALBERT EINSTEIN COLLEGE OF MEDICINE AND FOLLOWING, CONTINUED WORK FULL TIME AS AN ATTENDING AND ASSOCIATE PROFESSOR AT ALBERT EINSTEIN COLLEGE OF MEDICINE. THERE, SHE CREATED THE PEDIATRIC ANESTHESIA SPECIALTY AND BECAME ASSISTANT PROFESSOR OF PEDIATRICS AND THE CLINICAL DIRECTOR OF THE DEPARTMENT OF ANESTHESIA. SHE WAS PERFECTLY SUITED FOR PEDIATRICS, SHE LOVED CHILDREN, WOULD COMPASSIONATELY READY HER YOUNG PATIENTS FOR SURGERY, AND COMFORTINGLY ALLAY THEIR FEARS. RETURNING IN LATER YEARS TO HER CORE DESIRE TO HELP THOSE WITHOUT RESOURCES, DR. BRODMAN VOLUNTEERED WITH HER HUSBAND TO WORK IN THIRD WORLD COUNTRIES, GIVING ANESTHESIA FOR THE NEEDY AND TEACHING FOREIGN PHYSICIANS IN THEIR OWN LANDS, USING MATERIALS AVAILABLE THERE TO TEACH NEW TECHNIQUES. IN 1972 SHE WORKED AT THE AVICENNA HOSPITAL IN KABUL, AFGHANISTAN; IN 1975 IN SURAKARTA AND MALANG, JAVA; IN 1991 IN HANGCHOU, CHINA AND IN 1992 AT THE LUTHERAN HOSPITAL ON THE WEST BANK IN ISRAEL. IN AFGHANISTAN DR. BRODMAN EXECUTED AND TAUGHT THE CENTRAL VENOUS MONITORING TECHNIQUE, THE FIRST SUCH PROCEDURE IN CENTRAL ASIA. IN CHINA AND ISRAEL SHE WAS ESPECIALLY FOND OF THE WORK, CORRECTING FACIAL DEFORMITIES OF CHILDREN TO GIVE THEM A NEW CHANCE IN LIFE. IN 1995 AT HER 50TH MEDICAL SCHOOL REUNION, DR. BRODMAN WAS GIVEN THE DISTINGUISHED ALUMNI AWARD FOR THE CLASS OF 1945. DR. BRODMAN WAS A RESPECTED MEMBER OF THE AMERICAN SOCIETY OF ANESTHESIOLOGISTS, THE NEW YORK STATE SOCIETY OF ANESTHESIOLOGISTS AND THE INTERNATIONAL ANESTHESIA RESEARCH SOCIETY. IN ADDITION, SHE AUTHORED AND CO, AUTHORED NUMEROUS COMMUNICATIONS IN REVIEWED JOURNALS AS WELL AS SEVERAL BOOKS, BOOK CHAPTERS, REVIEW ARTICLES AND ABSTRACTS. DR. BRODMAN RETIRED FROM MEDICINE AT AGE 76, AS SHE SAID, ""BEFORE SHE MADE ANY MISTAKES."" SHE WOULD HAVE LIKED TO HAVE DIED WITH HER BOOTS ON, PRACTICING MEDICINE. NEVER LIKING TO BE INACTIVE, SHE RETURNED AFTER RETIRING FROM MEDICINE TO STUDYING PAINTING WITH THE ARTS STUDENTS LEAGUE AT THE VYTLACIL CAMPUS IN SPARKILL, NY. ALWAYS A DEEP SORROW, ELIZABETH WAS PREDECEASED BY HER SON CHARLES IN 1977 WHEN HE WAS 31, A HEART BREAKING LOSS FOR THE FAMILY WHICH ELIZABETH HELD TOGETHER WITH NOTHING SHORT OF GRACE, LOVE, AND HER ASTONISHING STRENGTH OF WILL. A YEAR LATER, ELIZABETH SUFFERED ANOTHER TERRIBLE LOSS, HER GREATEST CONFIDANT AND FRIEND, HER SISTER MIDGE, DIED IN A CAR ACCIDENT. AGAIN ELIZABETH DID NOT LET LOSS, THOUGH EVER PRESENT, DEFINE HER; SHE QUIETLY, COMPASSIONATELY, AND LOVINGLY PERSEVERED. ELIZABETH B. BRODMAN IS SURVIVED BY HER DEVOTED AND ADORING FAMILY: HER HUSBAND OF ALMOST 72 YEARS, DR. HAROLD BRODMAN, A GENERAL SURGEON, HER SON DR. RICHARD BRODMAN, A CARDIOTHORACIC SURGEON, HER DAUGHTER, LOUISE, AN ARCHITECT, HER GRANDDAUGHTER, ALEXANDRA, A NASSAU COUNTY ASSISTANT DISTRICT ATTORNEY, AND THEIR SPOUSES, AS WELL AS HERO AND HARLEY, POODLES WHO BROUGHT SOME LIGHT HEARTED PLAY TO ELIZABETH IN HER LAST YEARS. THE MOST GENEROUS OF SOULS, AN ENVIRONMENTALIST BEFORE THE WORD BECAME KNOWN, A COURAGEOUS AND FUN LOVING ADVENTURER WHO CANOED WHITE WATER AND TRAVELED THE WORLD WITH THE DESIRE TO HELP OTHERS, A PAINTER WHO LOVED THE BEAUTY OF THE NATURAL WORLD AS WELL AS THE WONDERS OF SCIENTISTS AND ARTISTS, A LOVING MOTHER AND SPOUSE, ELIZABETH MADE EVERYONE BETTER FOR HAVING KNOWN HER. DESPITE THE SORROWS SHE SUFFERED OVER HER REMARKABLE LIFE, SHE MADE EVERYTHING SEEM EFFORTLESS, AND JOYFUL. SHE LIVED BY HER OWN EXPECTATIONS AND INTERESTS. SHE LOVED AND WAS LOVED. 1",2
Family Trying To Tune Out Hints Of Misogyny As Grandfather Lovingly Recalls Courting Grandmother,"Smarties, a Halloween Favorite, Maintains a Sweet Family Business",1
Family Trying To Tune Out Hints Of Misogyny As Grandfather Lovingly Recalls Courting Grandmother,Pope Hints Central African Republic Visit Could Be Canceled,1
83-Year-Old Sneaks Into 65-To-80 Singles Dance,"Review: At Fall for Dance Festival, Female Power",1
83-Year-Old Sneaks Into 65-To-80 Singles Dance,"China's Singles Day, by the Numbers",1
